Country,City,Region,Subregion,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Year,Month,Day
United Kingdom,London,EMEA,UKIR,Apple,Tech,SMB,ContactMatcher,12.816,3.0,0.2,4.3254,2023,10,10
United Kingdom,London,EMEA,UKIR,Apple,Tech,SMB,Marketing Suite,314.352,3.0,0.2,-15.7176,2023,10,10
United Kingdom,London,EMEA,UKIR,Apple,Tech,SMB,Support,18.98,2.0,0.0,8.9206,2023,10,10
United Kingdom,London,EMEA,UKIR,Apple,Tech,SMB,ContactMatcher,18.24,6.0,0.2,6.156,2023,10,10
United Kingdom,London,EMEA,UKIR,General Electric,Finance,SMB,Marketing Suite - Gold,991.2,6.0,0.0,257.712,2021,9,14
United Kingdom,London,EMEA,UKIR,General Electric,Finance,SMB,Alchemy,879.984,2.0,0.2,329.994,2021,9,14
United Kingdom,London,EMEA,UKIR,General Electric,Finance,SMB,ContactMatcher,12.96,9.0,0.2,4.536,2021,9,14
Japan,Aichi,APJ,JAPN,Daimler,Transportation,Strategic,Marketing Suite - Gold,107.44,10.0,0.2,10.744,2020,10,7
Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,Healthcare,Strategic,FinanceHub,1458.65,5.0,0.0,423.0085,2023,5,8
Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,Healthcare,Strategic,FinanceHub,26.64,1.0,0.0,7.4592,2023,5,8
Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,Healthcare,Strategic,FinanceHub,476.8,2.0,0.0,119.2,2023,5,8
Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,Healthcare,Strategic,OneView,87.444,2.0,0.1,18.4604,2023,5,8
Philippines,Davao City,APJ,APAC,ConocoPhillips,Energy,SMB,SaaS Connector Pack,76.14,3.0,0.0,26.649,2021,11,14
Philippines,Davao City,APJ,APAC,ConocoPhillips,Energy,SMB,ContactMatcher,19.96,2.0,0.0,9.3812,2021,11,14
Mexico,Mexico City,AMER,LATAM,BNP Paribas,Finance,Strategic,Site Analytics,1049.97,5.0,0.4,-209.994,2020,11,24
Mexico,Mexico City,AMER,LATAM,BNP Paribas,Finance,Strategic,FinanceHub,611.058,3.0,0.3,-34.9176,2020,11,24
Chile,Santiago,AMER,LATAM,Carrefour,Retail,Strategic,Storage,2.368,2.0,0.2,0.8288,2020,4,8
Chile,Santiago,AMER,LATAM,Carrefour,Retail,Strategic,Support,19.008,3.0,0.2,6.8904,2020,4,8
Israel,Tel Aviv,EMEA,EU-EAST,Mondelez International,Consumer Products,SMB,Site Analytics,911.984,2.0,0.2,113.998,2020,7,26
Israel,Tel Aviv,EMEA,EU-EAST,Mondelez International,Consumer Products,SMB,FinanceHub,674.352,3.0,0.2,-109.5822,2020,7,26
Israel,Tel Aviv,EMEA,EU-EAST,Mondelez International,Consumer Products,SMB,SaaS Connector Pack,134.01,9.0,0.0,36.1827,2020,7,26
Israel,Tel Aviv,EMEA,EU-EAST,Mondelez International,Consumer Products,SMB,Data Smasher,170.97,3.0,0.0,70.0977,2020,7,26
South Africa,Cape Town,EMEA,MEA,Tyson Foods,Consumer Products,Strategic,FinanceHub,170.352,3.0,0.2,10.647,2020,6,8
United States,New York City,AMER,NAMER,Phillips 66,Energy,Strategic,ContactMatcher,7.184,2.0,0.2,2.245,2020,10,28
United States,New York City,AMER,NAMER,Phillips 66,Energy,Strategic,Support,6.28,2.0,0.0,0.0628,2020,10,28
United States,New York City,AMER,NAMER,Phillips 66,Energy,Strategic,Support,480.74,2.0,0.0,14.4222,2020,10,28
United States,New York City,AMER,NAMER,Phillips 66,Energy,Strategic,Marketing Suite,616.998,6.0,0.15,-36.294,2020,10,28
United States,New York City,AMER,NAMER,Phillips 66,Energy,Strategic,Marketing Suite - Gold,141.4,5.0,0.0,38.178,2020,10,28
Brazil,Salvador,AMER,LATAM,State Farm Insurance Cos.,Finance,Enterprise,Marketing Suite - Gold,501.81,3.0,0.0,0.0,2023,11,26
United Arab Emirates,Abu Dhabi,EMEA,MEA,Oracle,Tech,SMB,ContactMatcher,691.96,4.0,0.0,318.3016,2023,9,23
United Arab Emirates,Abu Dhabi,EMEA,MEA,Oracle,Tech,SMB,Data Smasher,34.95,5.0,0.0,15.378,2023,9,23
Poland,Warsaw,EMEA,EU-WEST,Toyota Motor,Manufacturing,Strategic,Support,85.96,7.0,0.0,40.4012,2021,12,4
South Korea,Busan,APJ,APAC,Sony,Tech,Enterprise,SaaS Connector Pack,85.3,2.0,0.0,14.501,2021,9,21
Australia,Melbourne,APJ,ANZ,Microsoft,Tech,SMB,ContactMatcher,33.568,8.0,0.8,-53.7088,2023,11,27
United States,Los Angeles,AMER,NAMER,General Motors,Manufacturing,Enterprise,SaaS Connector Pack,4.95,1.0,0.0,2.178,2023,6,7
United States,Los Angeles,AMER,NAMER,General Motors,Manufacturing,Enterprise,Marketing Suite - Gold,26.4,5.0,0.0,0.0,2023,6,7
Japan,Osaka,APJ,JAPN,China National Petroleum,Energy,SMB,ContactMatcher,3.564,3.0,0.8,-6.237,2023,10,24
Japan,Osaka,APJ,JAPN,China National Petroleum,Energy,SMB,Site Analytics,823.96,5.0,0.2,51.4975,2023,10,24
Japan,Osaka,APJ,JAPN,China National Petroleum,Energy,SMB,ChatBot Plugin,10.272,3.0,0.2,0.8988,2023,10,24
Russia,Moscow,EMEA,EU-EAST,Bank of America Corp.,Finance,SMB,Data Smasher,447.944,7.0,0.2,89.5888,2020,12,20
Australia,Sydney,APJ,ANZ,Huawei,Tech,Enterprise,ContactMatcher,480.96,3.0,0.5,-269.3376,2023,2,18
Australia,Sydney,APJ,ANZ,Huawei,Tech,Enterprise,Site Analytics,124.792,1.0,0.2,10.9193,2023,2,18
United Kingdom,Woking,EMEA,UKIR,Itochu,Finance,SMB,ContactMatcher,40.176,3.0,0.2,14.5638,2020,5,3
United Kingdom,Woking,EMEA,UKIR,Itochu,Finance,SMB,ContactMatcher,10.896,3.0,0.2,3.9498,2020,5,3
United States,Seattle,AMER,NAMER,Oracle,Tech,SMB,ChatBot Plugin,10.64,4.0,0.0,2.7664,2023,10,18
Australia,Brisbane,APJ,ANZ,CVS Health,Retail,SMB,SaaS Connector Pack,151.96,5.0,0.6,-182.352,2021,11,28
United States,Los Angeles,AMER,NAMER,Amazon,Tech,SMB,Data Smasher,238.0,2.0,0.0,38.08,2020,7,27
India,Mumbai,APJ,IND,Comcast,Communications,SMB,Data Smasher,155.34,6.0,0.0,55.9224,2023,4,24
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,Data Smasher,148.32,9.0,0.0,63.7776,2021,10,23
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,FinanceHub,240.784,1.0,0.2,27.0882,2021,10,23
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,FinanceHub,191.968,7.0,0.2,16.7972,2021,10,23
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,Support,11.56,2.0,0.0,5.6644,2021,10,23
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,SaaS Connector Pack - Gold,11.8,4.0,0.0,5.664,2021,10,23
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,FinanceHub,842.352,3.0,0.2,42.1176,2021,10,23
South Africa,Cape Town,EMEA,MEA,China National Petroleum,Energy,SMB,SaaS Connector Pack - Gold,23.472,3.0,0.2,7.6284,2022,9,6
South Africa,Cape Town,EMEA,MEA,China National Petroleum,Energy,SMB,ContactMatcher,86.058,7.0,0.7,-63.1092,2022,9,6
South Africa,Cape Town,EMEA,MEA,China National Petroleum,Energy,SMB,Site Analytics,108.784,2.0,0.2,6.799,2022,9,6
South Africa,Cape Town,EMEA,MEA,China National Petroleum,Energy,SMB,Support,10.272,3.0,0.2,3.21,2022,9,6
Germany,Cologne,EMEA,EU-WEST,Prudential Financial,Finance,SMB,ContactMatcher,38.19,5.0,0.7,-26.733,2022,10,29
Australia,Melbourne,APJ,ANZ,Daimler,Transportation,Strategic,Marketing Suite - Gold,49.632,4.0,0.2,3.7224,2020,4,5
Australia,Melbourne,APJ,ANZ,Daimler,Transportation,Strategic,Marketing Suite - Gold,52.096,4.0,0.2,3.9072,2020,4,5
Chile,Puente Alto,AMER,LATAM,Humana,Healthcare,SMB,Support,9.568,2.0,0.2,2.99,2021,6,15
Chile,Puente Alto,AMER,LATAM,Humana,Healthcare,SMB,Marketing Suite - Gold,82.368,2.0,0.2,-19.5624,2021,6,15
Chile,Puente Alto,AMER,LATAM,Humana,Healthcare,SMB,SaaS Connector Pack,364.704,6.0,0.2,-36.4704,2021,6,15
Chile,Puente Alto,AMER,LATAM,Humana,Healthcare,SMB,SaaS Connector Pack,40.256,4.0,0.2,11.0704,2021,6,15
South Africa,Johannesburg,EMEA,MEA,Engie,Energy,Strategic,ChatBot Plugin,4.368,3.0,0.2,0.3822,2020,7,5
Australia,Sydney,APJ,ANZ,Airbus,Manufacturing,SMB,ContactMatcher,12.128,4.0,0.8,-20.6176,2023,1,30
India,Delhi,APJ,IND,Goldman Sachs Group,Finance,SMB,Site Analytics,134.85,3.0,0.0,37.758,2022,3,4
Finland,Helsinki,EMEA,NOR,Philip Morris International,Consumer Products,SMB,ChatBot Plugin,8.56,2.0,0.0,2.6536,2020,6,2
Finland,Helsinki,EMEA,NOR,Philip Morris International,Consumer Products,SMB,Site Analytics,239.97,3.0,0.0,67.1916,2020,6,2
Finland,Helsinki,EMEA,NOR,Philip Morris International,Consumer Products,SMB,Marketing Suite - Gold,356.94,2.0,0.0,107.082,2020,6,2
United States,New York City,AMER,NAMER,AT&T,Communications,Strategic,Data Smasher,659.9,2.0,0.0,217.767,2022,11,25
United States,New York City,AMER,NAMER,AT&T,Communications,Strategic,FinanceHub,1684.752,6.0,0.2,210.594,2022,11,25
United States,New York City,AMER,NAMER,AT&T,Communications,Strategic,Data Smasher,559.92,8.0,0.0,190.3728,2022,11,25
Japan,Tokyo,APJ,JAPN,Ford Motor,Manufacturing,SMB,Data Smasher,279.944,7.0,0.2,48.9902,2022,11,11
Australia,Hobart,APJ,ANZ,Samsung Electronics,Tech,Enterprise,ContactMatcher,9.98,5.0,0.8,-16.467,2020,11,22
United Arab Emirates,Abu Dhabi,EMEA,MEA,FedEx,Transportation,Enterprise,Data Smasher,48.9,5.0,0.0,18.093,2023,5,2
Japan,Osaka,APJ,JAPN,Wells Fargo,Finance,Strategic,Storage,3.552,3.0,0.2,1.2432,2023,12,8
Japan,Osaka,APJ,JAPN,Wells Fargo,Finance,Strategic,Support,15.552,3.0,0.2,5.4432,2023,12,8
Japan,Saitama,APJ,JAPN,Johnson & Johnson,Healthcare,SMB,Storage,2.368,2.0,0.2,0.8288,2023,12,1
Mexico,Cancun,AMER,LATAM,Bosch,Tech,SMB,Data Smasher,127.984,2.0,0.2,25.5968,2023,12,8
Japan,Ibaraki,APJ,JAPN,Pfizer,Healthcare,Strategic,Support,10.368,2.0,0.2,3.6288,2021,1,3
France,Paris,EMEA,EU-WEST,Toyota Motor,Manufacturing,Enterprise,Data Smasher,47.984,2.0,0.2,-1.1996,2021,11,14
United States,New York City,AMER,NAMER,Royal Dutch Shell,Energy,Enterprise,Marketing Suite - Gold,270.34,14.0,0.0,75.6952,2021,10,2
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,OneView,98.112,7.0,0.2,18.396,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,Marketing Suite - Gold,563.808,4.0,0.2,21.1428,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,ContactMatcher,10.428,4.0,0.7,-6.952,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,SaaS Connector Pack,547.136,4.0,0.2,-68.392,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,Site Analytics,14.85,5.0,0.4,-3.2175,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,Site Analytics,41.988,2.0,0.4,-9.7972,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,SaaS Connector Pack,7.584,1.0,0.2,2.37,2021,4,5
France,Paris,EMEA,EU-WEST,Fannie Mae,Finance,Enterprise,Marketing Suite,352.45,5.0,0.5,-211.47,2021,4,5
Japan,Kanagawa,APJ,JAPN,Valero Energy,Energy,SMB,Site Analytics,470.376,3.0,0.2,52.9173,2023,6,6
United Kingdom,London,EMEA,UKIR,Goldman Sachs Group,Finance,Strategic,Support,19.44,3.0,0.0,9.3312,2023,9,19
United Kingdom,London,EMEA,UKIR,Goldman Sachs Group,Finance,Strategic,SaaS Connector Pack,9.82,2.0,0.0,3.2406,2023,9,19
Chile,Santiago,AMER,LATAM,Panasonic,Tech,SMB,ContactMatcher,801.6,5.0,0.5,-448.896,2023,7,19
Chile,Santiago,AMER,LATAM,Panasonic,Tech,SMB,FinanceHub,161.568,2.0,0.2,10.098,2023,7,19
Chile,Santiago,AMER,LATAM,Panasonic,Tech,SMB,Support,16.096,2.0,0.2,5.2312,2023,7,19
Chile,Santiago,AMER,LATAM,Panasonic,Tech,SMB,ContactMatcher,7.656,4.0,0.7,-6.1248,2023,7,19
Chile,Santiago,AMER,LATAM,Panasonic,Tech,SMB,FinanceHub,311.976,3.0,0.2,-42.8967,2023,7,19
Spain,Valencia,EMEA,EU-WEST,AT&T,Communications,Strategic,Marketing Suite - Gold,61.68,4.0,0.0,16.6536,2021,12,1
Spain,Valencia,EMEA,EU-WEST,AT&T,Communications,Strategic,ContactMatcher,63.96,4.0,0.0,30.7008,2021,12,1
Australia,Sydney,APJ,ANZ,FedEx,Transportation,SMB,Site Analytics,359.976,3.0,0.2,35.9976,2022,6,29
Australia,Sydney,APJ,ANZ,Comcast,Communications,SMB,Support,25.344,6.0,0.2,7.92,2023,8,29
Australia,Sydney,APJ,ANZ,Comcast,Communications,SMB,Support,26.72,5.0,0.2,9.352,2023,8,29
Canada,Toronto,AMER,NAMER,Anthem,Healthcare,SMB,Marketing Suite - Gold,30.28,2.0,0.0,1.2112,2020,9,17
Canada,Toronto,AMER,NAMER,Anthem,Healthcare,SMB,Marketing Suite - Gold,57.93,3.0,0.0,16.2204,2020,9,17
Canada,Toronto,AMER,NAMER,Anthem,Healthcare,SMB,SaaS Connector Pack,35.34,2.0,0.0,13.4292,2020,9,17
Canada,Toronto,AMER,NAMER,Anthem,Healthcare,SMB,ContactMatcher,137.24,5.0,0.2,46.3185,2020,9,17
Japan,Chiba,APJ,JAPN,American Express,Finance,SMB,Marketing Suite,241.332,5.0,0.32,-14.196,2022,3,15
Japan,Chiba,APJ,JAPN,American Express,Finance,SMB,Support,5.184,1.0,0.2,1.8792,2022,3,15
Japan,Chiba,APJ,JAPN,American Express,Finance,SMB,ChatBot Plugin,145.544,7.0,0.2,16.3737,2022,3,15
France,Paris,EMEA,EU-WEST,Panasonic,Tech,Strategic,ChatBot Plugin,5.472,3.0,0.2,1.6416,2022,8,27
France,Paris,EMEA,EU-WEST,Panasonic,Tech,Strategic,Data Smasher,47.984,2.0,0.2,13.1956,2022,8,27
United States,Indianapolis,AMER,NAMER,Amazon,Tech,SMB,ChatBot Plugin,9.4,5.0,0.0,2.726,2023,9,3
United States,Indianapolis,AMER,NAMER,Amazon,Tech,SMB,FinanceHub,74.0,5.0,0.0,37.0,2023,9,3
United States,Indianapolis,AMER,NAMER,Amazon,Tech,SMB,Site Analytics,201.584,2.0,0.2,12.599,2023,9,3
Japan,Saitama,APJ,JAPN,ConocoPhillips,Energy,SMB,SaaS Connector Pack - Gold,28.752,3.0,0.2,9.3444,2021,6,16
Japan,Saitama,APJ,JAPN,ConocoPhillips,Energy,SMB,Support,27.216,3.0,0.2,9.8658,2021,6,16
Japan,Saitama,APJ,JAPN,ConocoPhillips,Energy,SMB,FinanceHub,197.372,2.0,0.3,-25.3764,2021,6,16
India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,FinanceHub,1424.9,5.0,0.0,356.225,2022,12,11
United Kingdom,London,EMEA,UKIR,Pemex,Energy,SMB,SaaS Connector Pack,14.56,2.0,0.0,6.2608,2023,5,19
United Kingdom,London,EMEA,UKIR,Pemex,Energy,SMB,ContactMatcher,3.048,1.0,0.2,1.0287,2023,5,19
South Africa,Cape Town,EMEA,MEA,Siemens,Manufacturing,SMB,Support,25.92,5.0,0.2,9.072,2023,5,28
United Kingdom,Manchester,EMEA,UKIR,Comcast,Communications,SMB,Support,835.17,7.0,0.0,16.7034,2022,6,24
United States,New York City,AMER,NAMER,Verizon Communications,Communications,SMB,Support,17.34,3.0,0.0,8.4966,2022,5,17
Germany,Stuttgart,EMEA,EU-WEST,China National Petroleum,Energy,SMB,Support,44.384,1.0,0.2,15.5344,2023,11,19
Germany,Stuttgart,EMEA,EU-WEST,China National Petroleum,Energy,SMB,Support,2.944,1.0,0.2,-0.6624,2023,11,19
Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,ChatBot Plugin,6.368,2.0,0.2,1.0348,2022,11,19
Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,FinanceHub,48.848,2.0,0.2,15.8756,2022,11,19
Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,Support,19.648,2.0,0.2,6.6312,2022,11,19
Japan,Osaka,APJ,JAPN,Banco Santander,Finance,Enterprise,FinanceHub,255.108,6.0,0.3,-18.222,2022,11,19
United Kingdom,Birmingham,EMEA,UKIR,Mitsubishi,Manufacturing,SMB,ContactMatcher,17.248,2.0,0.2,6.0368,2020,11,28
Russia,Moscow,EMEA,EU-EAST,Sony,Tech,Strategic,Site Analytics,159.984,2.0,0.2,13.9986,2022,3,2
South Korea,Busan,APJ,APAC,Anthem,Healthcare,SMB,Support,12.7,2.0,0.0,5.842,2023,1,16
Brazil,São Paulo,AMER,LATAM,Marathon Petroleum,Energy,SMB,SaaS Connector Pack,5.47,1.0,0.0,2.3521,2020,4,4
Brazil,São Paulo,AMER,LATAM,Marathon Petroleum,Energy,SMB,ChatBot Plugin,79.36,4.0,0.0,23.808,2020,4,4
United States,Los Angeles,AMER,NAMER,Verizon Communications,Communications,SMB,SaaS Connector Pack,22.14,3.0,0.0,6.4206,2022,6,27
South Africa,Johannesburg,EMEA,MEA,Mondelez International,Consumer Products,SMB,ContactMatcher,11.277,3.0,0.7,-8.6457,2022,5,30
South Africa,Johannesburg,EMEA,MEA,Mondelez International,Consumer Products,SMB,ChatBot Plugin,4.448,2.0,0.2,0.3336,2022,5,30
South Africa,Johannesburg,EMEA,MEA,Mondelez International,Consumer Products,SMB,SaaS Connector Pack,44.76,3.0,0.2,14.547,2022,5,30
Brazil,São Paulo,AMER,LATAM,Trafigura Group,Finance,Strategic,ContactMatcher,38.28,6.0,0.0,17.6088,2021,10,19
Brazil,São Paulo,AMER,LATAM,Trafigura Group,Finance,Strategic,Site Analytics,149.95,5.0,0.0,44.985,2021,10,19
United States,New York City,AMER,NAMER,Daimler,Transportation,Enterprise,ChatBot Plugin,12.84,3.0,0.0,3.4668,2023,2,20
United States,New York City,AMER,NAMER,Daimler,Transportation,Enterprise,SaaS Connector Pack,44.67,3.0,0.0,12.0609,2023,2,20
France,Paris,EMEA,EU-WEST,Siemens,Manufacturing,SMB,ChatBot Plugin,7.872,3.0,0.2,0.8856,2022,9,23
Sweden,Stockholm,EMEA,NOR,Walt Disney,Communications,Strategic,ChatBot Plugin,7.872,3.0,0.2,0.8856,2020,11,12
United Kingdom,London,EMEA,UKIR,Itochu,Finance,SMB,ChatBot Plugin,88.04,4.0,0.0,22.8904,2022,4,2
Russia,St Petersburg,EMEA,EU-EAST,Philip Morris International,Consumer Products,Enterprise,ContactMatcher,40.635,7.0,0.7,-32.508,2022,5,21
Japan,Osaka,APJ,JAPN,Tyson Foods,Consumer Products,Strategic,ContactMatcher,5.728,8.0,0.8,-9.1648,2021,6,1
Japan,Osaka,APJ,JAPN,Tyson Foods,Consumer Products,Strategic,Support,42.24,10.0,0.2,13.2,2021,6,1
United States,New York City,AMER,NAMER,United Parcel Service,Transportation,SMB,Support,53.82,9.0,0.0,24.219,2020,11,22
Brazil,São Paulo,AMER,LATAM,Costco Wholesale,Retail,Enterprise,ChatBot Plugin,79.36,4.0,0.0,20.6336,2021,2,22
United Kingdom,London,EMEA,UKIR,Cisco Systems,Tech,SMB,Support,13.48,2.0,0.0,6.74,2022,3,30
United Kingdom,London,EMEA,UKIR,Cisco Systems,Tech,SMB,ContactMatcher,29.8,5.0,0.2,9.3125,2022,3,30
United Kingdom,London,EMEA,UKIR,Cisco Systems,Tech,SMB,SaaS Connector Pack,414.0,8.0,0.0,124.2,2022,3,30
United Kingdom,London,EMEA,UKIR,Cisco Systems,Tech,SMB,ContactMatcher,41.328,7.0,0.2,14.9814,2022,3,30
Spain,Murcia,EMEA,EU-WEST,Panasonic,Tech,SMB,SaaS Connector Pack,39.92,4.0,0.0,11.1776,2022,10,23
Canada,Toronto,AMER,NAMER,News Corp.,Misc,Enterprise,Storage,8.94,3.0,0.0,4.1124,2023,10,3
Canada,Toronto,AMER,NAMER,News Corp.,Misc,Enterprise,Site Analytics,84.784,2.0,0.2,-20.1362,2023,10,3
United Kingdom,London,EMEA,UKIR,Huawei,Tech,Strategic,ContactMatcher,53.316,2.0,0.4,-19.5492,2020,12,23
United Kingdom,London,EMEA,UKIR,Huawei,Tech,Strategic,OneView,56.52,3.0,0.0,15.8256,2020,12,23
Canada,Toronto,AMER,NAMER,Valero Energy,Energy,Enterprise,SaaS Connector Pack,22.77,3.0,0.0,9.7911,2023,12,16
United States,New York City,AMER,NAMER,BMW,Manufacturing,SMB,FinanceHub,287.968,4.0,0.2,-3.5996,2022,7,8
United States,New York City,AMER,NAMER,BMW,Manufacturing,SMB,Alchemy,2799.96,5.0,0.2,944.9865,2022,7,8
United States,New York City,AMER,NAMER,BMW,Manufacturing,SMB,Support,48.94,1.0,0.0,24.47,2022,7,8
United States,Burlington,AMER,NAMER,American Express,Finance,SMB,Marketing Suite,257.499,3.0,0.15,24.2352,2022,4,18
Argentina,Rosario,AMER,LATAM,Allstate,Finance,Enterprise,Marketing Suite - Gold,2591.56,4.0,0.0,621.9744,2023,4,9
Argentina,Rosario,AMER,LATAM,Allstate,Finance,Enterprise,OneView,41.95,5.0,0.0,10.4875,2023,4,9
South Africa,Johannesburg,EMEA,MEA,Aetna,Healthcare,Strategic,SaaS Connector Pack,79.12,5.0,0.2,13.846,2022,4,18
Norway,Oslo,EMEA,NOR,Alphabet,Tech,SMB,SaaS Connector Pack,52.96,2.0,0.0,20.1248,2020,11,25
France,Nice,EMEA,EU-WEST,Ford Motor,Manufacturing,SMB,Support,286.344,3.0,0.2,-64.4274,2020,11,3
Germany,Cologne,EMEA,EU-WEST,Merck,Healthcare,Strategic,SaaS Connector Pack,63.552,3.0,0.2,14.2992,2021,5,1
Germany,Cologne,EMEA,EU-WEST,Merck,Healthcare,Strategic,Support,41.376,3.0,0.2,4.6548,2021,5,1
Germany,Cologne,EMEA,EU-WEST,Merck,Healthcare,Strategic,ChatBot Plugin,172.704,6.0,0.2,10.794,2021,5,1
Italy,Turin,EMEA,EU,State Farm Insurance Cos.,Finance,SMB,Marketing Suite,512.94,3.0,0.0,97.4586,2021,3,8
Italy,Turin,EMEA,EU,State Farm Insurance Cos.,Finance,SMB,FinanceHub,860.93,7.0,0.0,189.4046,2021,3,8
Italy,Turin,EMEA,EU,State Farm Insurance Cos.,Finance,SMB,Site Analytics,769.95,5.0,0.0,223.2855,2021,3,8
Italy,Turin,EMEA,EU,State Farm Insurance Cos.,Finance,SMB,ChatBot Plugin,14.98,1.0,0.0,4.494,2021,3,8
Italy,Turin,EMEA,EU,State Farm Insurance Cos.,Finance,SMB,SaaS Connector Pack,373.08,6.0,0.0,82.0776,2021,3,8
Germany,Hamburg,EMEA,EU-WEST,Comcast,Communications,Strategic,Marketing Suite,231.92,5.0,0.2,5.798,2021,7,17
Canada,Toronto,AMER,NAMER,Lukoil,Energy,Enterprise,SaaS Connector Pack,63.47,11.0,0.0,19.041,2020,10,11
Canada,Toronto,AMER,NAMER,Lukoil,Energy,Enterprise,Data Smasher,345.0,5.0,0.0,58.65,2020,10,11
Japan,Osaka,APJ,JAPN,Comcast,Communications,SMB,ContactMatcher,637.896,3.0,0.3,-127.5792,2022,3,4
Japan,Osaka,APJ,JAPN,Comcast,Communications,SMB,Big Ol Database,287.91,3.0,0.4,33.5895,2022,3,4
Japan,Osaka,APJ,JAPN,Comcast,Communications,SMB,SaaS Connector Pack - Gold,36.6,3.0,0.2,11.895,2022,3,4
Finland,Helsinki,EMEA,NOR,Cigna,Healthcare,SMB,ChatBot Plugin,1.78,1.0,0.0,0.4984,2021,12,10
Finland,Helsinki,EMEA,NOR,Cigna,Healthcare,SMB,Support,25.92,4.0,0.0,12.4416,2021,12,10
Finland,Helsinki,EMEA,NOR,Cigna,Healthcare,SMB,Data Smasher,101.94,6.0,0.0,21.4074,2021,12,10
Russia,Moscow,EMEA,EU-EAST,Amazon,Tech,Strategic,ChatBot Plugin,6.848,2.0,0.2,0.5992,2021,12,18
United States,New York City,AMER,NAMER,Aetna,Healthcare,SMB,SaaS Connector Pack,474.43,11.0,0.0,199.2606,2023,1,2
France,Paris,EMEA,EU-WEST,BNP Paribas,Finance,SMB,Support,8.448,2.0,0.2,2.64,2023,11,22
France,Paris,EMEA,EU-WEST,BNP Paribas,Finance,SMB,Marketing Suite - Gold,39.296,4.0,0.2,3.9296,2023,11,22
Italy,Bari,EMEA,EU,Citigroup,Finance,Enterprise,ChatBot Plugin,17.12,4.0,0.0,4.9648,2021,12,22
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,OneView,542.94,3.0,0.0,152.0232,2021,8,23
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,FinanceHub,8.64,3.0,0.0,4.2336,2021,8,23
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,Support,193.8,5.0,0.0,94.962,2021,8,23
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,Support,21.4,5.0,0.0,9.63,2021,8,23
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,Support,97.88,2.0,0.0,48.94,2021,8,23
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,Data Smasher,251.91,9.0,0.0,47.8629,2021,8,23
Finland,Helsinki,EMEA,NOR,Siemens,Manufacturing,SMB,OneView,25.86,3.0,0.0,6.7236,2021,8,23
France,Lyon,EMEA,EU-WEST,United Parcel Service,Transportation,SMB,FinanceHub,170.058,3.0,0.3,-4.8588,2020,6,22
France,Lyon,EMEA,EU-WEST,United Parcel Service,Transportation,SMB,Site Analytics,82.782,3.0,0.4,-15.1767,2020,6,22
France,Lyon,EMEA,EU-WEST,United Parcel Service,Transportation,SMB,FinanceHub,853.93,5.0,0.3,0.0,2020,6,22
United States,Los Angeles,AMER,NAMER,Exxon Mobil,Energy,Strategic,Marketing Suite,556.665,5.0,0.15,6.549,2023,10,28
United States,Los Angeles,AMER,NAMER,Exxon Mobil,Energy,Strategic,Site Analytics,95.84,4.0,0.2,34.742,2023,10,28
Japan,Ibaraki,APJ,JAPN,Pfizer,Healthcare,Strategic,Support,29.664,4.0,0.2,10.0116,2023,8,12
Japan,Ibaraki,APJ,JAPN,Pfizer,Healthcare,Strategic,ChatBot Plugin,9.184,7.0,0.2,2.87,2023,8,12
Japan,Ibaraki,APJ,JAPN,Pfizer,Healthcare,Strategic,Site Analytics,153.584,2.0,0.2,13.4386,2023,8,12
